FID,nome_orige
RedeUrbanaSintese_Regic2007.3316,Catolândia
RedeUrbanaSintese_Regic2007.3317,Cotegipe
RedeUrbanaSintese_Regic2007.3318,Cristópolis
RedeUrbanaSintese_Regic2007.3319,Formosa do Rio Preto
RedeUrbanaSintese_Regic2007.3320,Ibotirama
RedeUrbanaSintese_Regic2007.3429,Ibititá
RedeUrbanaSintese_Regic2007.3321,Luís Eduardo Magalhães
RedeUrbanaSintese_Regic2007.3322,Tanque Novo
RedeUrbanaSintese_Regic2007.3323,Mansidão
RedeUrbanaSintese_Regic2007.3324,Riachão das Neves
RedeUrbanaSintese_Regic2007.3325,Santa Rita de Cássia
RedeUrbanaSintese_Regic2007.3326,São Desidério
RedeUrbanaSintese_Regic2007.3327,Serra Dourada
RedeUrbanaSintese_Regic2007.3328,Wanderley
RedeUrbanaSintese_Regic2007.3329,Ibotirama
RedeUrbanaSintese_Regic2007.3330,Macaúbas
RedeUrbanaSintese_Regic2007.3331,Paratinga
RedeUrbanaSintese_Regic2007.3332,Santa Maria da Vitória
RedeUrbanaSintese_Regic2007.3333,Santa Maria das Barreiras
RedeUrbanaSintese_Regic2007.3334,Morpará
RedeUrbanaSintese_Regic2007.3335,Prado
RedeUrbanaSintese_Regic2007.3336,Serra do Ramalho
RedeUrbanaSintese_Regic2007.3337,Sítio do Mato
RedeUrbanaSintese_Regic2007.3338,Gavião
RedeUrbanaSintese_Regic2007.3339,Cabaceiras do Paraguaçu
RedeUrbanaSintese_Regic2007.3340,Conceição do Almeida
RedeUrbanaSintese_Regic2007.3341,Governador Mangabeira
RedeUrbanaSintese_Regic2007.3342,São Felipe
RedeUrbanaSintese_Regic2007.3343,Sapeaçu
RedeUrbanaSintese_Regic2007.3344,Água Fria
RedeUrbanaSintese_Regic2007.3345,Araci
RedeUrbanaSintese_Regic2007.6285,Marianópolis do Tocantins
RedeUrbanaSintese_Regic2007.3346,Abaíra
RedeUrbanaSintese_Regic2007.3347,Baixa Grande
RedeUrbanaSintese_Regic2007.3348,Barrocas
RedeUrbanaSintese_Regic2007.3349,Cachoeira
RedeUrbanaSintese_Regic2007.3350,Candeal
RedeUrbanaSintese_Regic2007.3351,Capela do Alto Alegre
RedeUrbanaSintese_Regic2007.3352,Castro Alves
RedeUrbanaSintese_Regic2007.3353,Conceição da Feira
RedeUrbanaSintese_Regic2007.3354,Conceição do Coité
RedeUrbanaSintese_Regic2007.3355,Conceição do Jacuípe
RedeUrbanaSintese_Regic2007.3356,Coração de Maria
RedeUrbanaSintese_Regic2007.3357,Dom Basílio
RedeUrbanaSintese_Regic2007.3358,Ichu
RedeUrbanaSintese_Regic2007.3359,Ipecaetá
RedeUrbanaSintese_Regic2007.3360,Ipirá
RedeUrbanaSintese_Regic2007.3361,Irará
RedeUrbanaSintese_Regic2007.3362,Itatim
RedeUrbanaSintese_Regic2007.3363,Macajuba
RedeUrbanaSintese_Regic2007.3364,Mairi
RedeUrbanaSintese_Regic2007.3365,Milagres
RedeUrbanaSintese_Regic2007.3366,Nova Fátima
RedeUrbanaSintese_Regic2007.3367,Nova Itarana
RedeUrbanaSintese_Regic2007.3368,Jussiape
RedeUrbanaSintese_Regic2007.3369,Ouriçangas
RedeUrbanaSintese_Regic2007.3370,Pintadas
RedeUrbanaSintese_Regic2007.3371,Rafael Jambeiro
RedeUrbanaSintese_Regic2007.3372,Retirolândia
RedeUrbanaSintese_Regic2007.3373,Riachão do Jacuípe
RedeUrbanaSintese_Regic2007.3374,Santa Bárbara
RedeUrbanaSintese_Regic2007.3375,Santanópolis
RedeUrbanaSintese_Regic2007.3376,Santa Teresinha
RedeUrbanaSintese_Regic2007.3377,Santo Estêvão
RedeUrbanaSintese_Regic2007.3378,São Gonçalo dos Campos
RedeUrbanaSintese_Regic2007.3379,Rio de Contas
RedeUrbanaSintese_Regic2007.3380,Serra Preta
RedeUrbanaSintese_Regic2007.3381,Serrinha
RedeUrbanaSintese_Regic2007.3382,Tanquinho
RedeUrbanaSintese_Regic2007.3383,Teofilândia
RedeUrbanaSintese_Regic2007.3384,Várzea da Roça
RedeUrbanaSintese_Regic2007.3385,Wagner
RedeUrbanaSintese_Regic2007.3386,Almadina
RedeUrbanaSintese_Regic2007.3387,Arataca
RedeUrbanaSintese_Regic2007.3388,Aurelino Leal
RedeUrbanaSintese_Regic2007.3389,Barro Preto (antigo Gov. Lomanto Jr.)
RedeUrbanaSintese_Regic2007.3390,Érico Cardoso
RedeUrbanaSintese_Regic2007.3391,Buerarema
RedeUrbanaSintese_Regic2007.3392,Camacan
RedeUrbanaSintese_Regic2007.3393,Canavieiras
RedeUrbanaSintese_Regic2007.3394,Coaraci
RedeUrbanaSintese_Regic2007.3395,Eunápolis
RedeUrbanaSintese_Regic2007.3396,Firmino Alves
RedeUrbanaSintese_Regic2007.3397,Floresta Azul
RedeUrbanaSintese_Regic2007.3398,Gandu
RedeUrbanaSintese_Regic2007.3399,Ibicaraí
RedeUrbanaSintese_Regic2007.3400,Ibicuí
RedeUrbanaSintese_Regic2007.3401,Caturama
RedeUrbanaSintese_Regic2007.3402,Ibirapitanga
RedeUrbanaSintese_Regic2007.3403,Iguaí
RedeUrbanaSintese_Regic2007.3404,Ipiaú
RedeUrbanaSintese_Regic2007.3405,Itacaré
RedeUrbanaSintese_Regic2007.3406,Itaju do Colônia
RedeUrbanaSintese_Regic2007.3407,Itajuípe
RedeUrbanaSintese_Regic2007.3408,Itapé
RedeUrbanaSintese_Regic2007.3409,Itapitanga
RedeUrbanaSintese_Regic2007.3410,Itororó
RedeUrbanaSintese_Regic2007.3411,Jussari
RedeUrbanaSintese_Regic2007.3412,Belmonte
RedeUrbanaSintese_Regic2007.3413,Maraú
RedeUrbanaSintese_Regic2007.3414,Mascote
RedeUrbanaSintese_Regic2007.3415,Pau Brasil
RedeUrbanaSintese_Regic2007.3416,São José da Vitória
RedeUrbanaSintese_Regic2007.3417,Ubaitaba
RedeUrbanaSintese_Regic2007.3471,Itagi
RedeUrbanaSintese_Regic2007.3418,Una
RedeUrbanaSintese_Regic2007.3419,Uruçuca
RedeUrbanaSintese_Regic2007.3420,América Dourada
RedeUrbanaSintese_Regic2007.3421,Barra do Mendes
RedeUrbanaSintese_Regic2007.3422,Barro Alto
RedeUrbanaSintese_Regic2007.3423,Santa Cruz Cabrália
RedeUrbanaSintese_Regic2007.3424,Bonito
RedeUrbanaSintese_Regic2007.3425,Cafarnaum
RedeUrbanaSintese_Regic2007.3426,Canarana
RedeUrbanaSintese_Regic2007.3430,Itaguaçu da Bahia
RedeUrbanaSintese_Regic2007.3431,João Dourado
RedeUrbanaSintese_Regic2007.3432,Jussara
RedeUrbanaSintese_Regic2007.3433,Lapão
RedeUrbanaSintese_Regic2007.3434,Canápolis
RedeUrbanaSintese_Regic2007.3435,Morro do Chapéu
RedeUrbanaSintese_Regic2007.3436,Mulungu do Morro
RedeUrbanaSintese_Regic2007.3437,Presidente Dutra
RedeUrbanaSintese_Regic2007.3438,Uibaí
RedeUrbanaSintese_Regic2007.3439,Xique-Xique
RedeUrbanaSintese_Regic2007.3440,Boa Vista do Tupim
RedeUrbanaSintese_Regic2007.3441,Iaçu
RedeUrbanaSintese_Regic2007.3442,Ibiquera
RedeUrbanaSintese_Regic2007.3443,Itaeté
RedeUrbanaSintese_Regic2007.3444,Lajedinho
RedeUrbanaSintese_Regic2007.3445,Muquém de São Francisco
RedeUrbanaSintese_Regic2007.3446,São Domingos
RedeUrbanaSintese_Regic2007.3447,Marcionílio Souza
RedeUrbanaSintese_Regic2007.3448,Nova Redenção
RedeUrbanaSintese_Regic2007.3449,Ruy Barbosa
RedeUrbanaSintese_Regic2007.3450,Caém
RedeUrbanaSintese_Regic2007.3451,Caldeirão Grande
RedeUrbanaSintese_Regic2007.3452,Miguel Calmon
RedeUrbanaSintese_Regic2007.3453,Mirangaba
RedeUrbanaSintese_Regic2007.3454,Ourolândia
RedeUrbanaSintese_Regic2007.3455,Piritiba
RedeUrbanaSintese_Regic2007.3456,Quixabeira
RedeUrbanaSintese_Regic2007.3457,Carvalhos
RedeUrbanaSintese_Regic2007.3458,São José do Jacuípe
RedeUrbanaSintese_Regic2007.3459,Saúde
RedeUrbanaSintese_Regic2007.3460,Serrolândia
RedeUrbanaSintese_Regic2007.3461,Umburanas
RedeUrbanaSintese_Regic2007.3462,Várzea do Poço
RedeUrbanaSintese_Regic2007.3463,Várzea Nova
RedeUrbanaSintese_Regic2007.3464,Aiquara
RedeUrbanaSintese_Regic2007.3465,Apuarema
RedeUrbanaSintese_Regic2007.3466,Contendas do Sincorá
RedeUrbanaSintese_Regic2007.3467,Cravolândia
RedeUrbanaSintese_Regic2007.3468,Santa Rosa da Serra
RedeUrbanaSintese_Regic2007.3469,Ipiaú
RedeUrbanaSintese_Regic2007.3470,Iramaia
RedeUrbanaSintese_Regic2007.3472,Itamari
RedeUrbanaSintese_Regic2007.3473,Jaguaquara
RedeUrbanaSintese_Regic2007.3474,Jitaúna
RedeUrbanaSintese_Regic2007.3475,Lafaiete Coutinho
RedeUrbanaSintese_Regic2007.3476,Lajedo do Tabocal
RedeUrbanaSintese_Regic2007.3477,Manoel Vitorino
RedeUrbanaSintese_Regic2007.3478,Maracás
RedeUrbanaSintese_Regic2007.3479,Santa Rosa da Serra
RedeUrbanaSintese_Regic2007.3480,Planaltino
RedeUrbanaSintese_Regic2007.3481,Aratuípe
RedeUrbanaSintese_Regic2007.3482,Jaguaripe
RedeUrbanaSintese_Regic2007.3483,Jatobá
RedeUrbanaSintese_Regic2007.3484,Tacaratu
RedeUrbanaSintese_Regic2007.3485,Água Branca
RedeUrbanaSintese_Regic2007.3486,Pariconha
RedeUrbanaSintese_Regic2007.3487,Abaré
RedeUrbanaSintese_Regic2007.3488,Chorrochó
RedeUrbanaSintese_Regic2007.3489,Glória
RedeUrbanaSintese_Regic2007.3490,Caiana
RedeUrbanaSintese_Regic2007.3491,Jeremoabo
RedeUrbanaSintese_Regic2007.3492,Macururé
RedeUrbanaSintese_Regic2007.3493,Rodelas
RedeUrbanaSintese_Regic2007.3494,Santa Brígida
RedeUrbanaSintese_Regic2007.3495,Sítio do Quinto
RedeUrbanaSintese_Regic2007.3496,Antas
RedeUrbanaSintese_Regic2007.3497,Banzaê
RedeUrbanaSintese_Regic2007.3498,Cipó
RedeUrbanaSintese_Regic2007.3499,Euclides da Cunha
RedeUrbanaSintese_Regic2007.3500,Nova Soure
RedeUrbanaSintese_Regic2007.3501,Caiana
RedeUrbanaSintese_Regic2007.3502,Novo Triunfo
RedeUrbanaSintese_Regic2007.3503,Olindina
RedeUrbanaSintese_Regic2007.3504,Ribeira do Amparo
RedeUrbanaSintese_Regic2007.3505,Tucano
RedeUrbanaSintese_Regic2007.3506,Jandaíra
RedeUrbanaSintese_Regic2007.3507,Amargosa
RedeUrbanaSintese_Regic2007.3508,Dom Macedo Costa
RedeUrbanaSintese_Regic2007.3509,Elísio Medrado
RedeUrbanaSintese_Regic2007.3510,Jiquiriçá
RedeUrbanaSintese_Regic2007.3511,Laje
RedeUrbanaSintese_Regic2007.3512,Caparaó
RedeUrbanaSintese_Regic2007.3513,Muniz Ferreira
RedeUrbanaSintese_Regic2007.3514,Mutuípe
RedeUrbanaSintese_Regic2007.3515,Presidente Tancredo Neves
RedeUrbanaSintese_Regic2007.3516,São Miguel das Matas
RedeUrbanaSintese_Regic2007.3517,Varzedo
RedeUrbanaSintese_Regic2007.3518,Boninal
RedeUrbanaSintese_Regic2007.3519,Ibitiara
RedeUrbanaSintese_Regic2007.3521,Lençóis
RedeUrbanaSintese_Regic2007.3522,Mucugê
RedeUrbanaSintese_Regic2007.3523,Caparaó
RedeUrbanaSintese_Regic2007.3524,Novo Horizonte
RedeUrbanaSintese_Regic2007.3525,Palmeiras
RedeUrbanaSintese_Regic2007.3526,Piatã
RedeUrbanaSintese_Regic2007.3527,Souto Soares
RedeUrbanaSintese_Regic2007.3528,Cairu
RedeUrbanaSintese_Regic2007.3529,Camamu
RedeUrbanaSintese_Regic2007.3530,Gandu
RedeUrbanaSintese_Regic2007.3531,Igrapiúna
RedeUrbanaSintese_Regic2007.3532,Ituberá
RedeUrbanaSintese_Regic2007.3533,Nilo Peçanha
RedeUrbanaSintese_Regic2007.3534,Divino
RedeUrbanaSintese_Regic2007.3535,Taperoá
RedeUrbanaSintese_Regic2007.3536,Anagé
RedeUrbanaSintese_Regic2007.3537,Aracatu
RedeUrbanaSintese_Regic2007.3538,Barra da Estiva
RedeUrbanaSintese_Regic2007.3539,Barra do Choça
RedeUrbanaSintese_Regic2007.3540,Belo Campo
RedeUrbanaSintese_Regic2007.3541,Boa Nova
RedeUrbanaSintese_Regic2007.3542,Brumado
RedeUrbanaSintese_Regic2007.3543,Caatiba
RedeUrbanaSintese_Regic2007.3544,Caetanos
RedeUrbanaSintese_Regic2007.3545,Divino
RedeUrbanaSintese_Regic2007.3546,Cândido Sales
RedeUrbanaSintese_Regic2007.3547,Caraíbas
RedeUrbanaSintese_Regic2007.3548,Condeúba
RedeUrbanaSintese_Regic2007.3549,Contendas do Sincorá
RedeUrbanaSintese_Regic2007.3550,Cordeiros
RedeUrbanaSintese_Regic2007.3551,Encruzilhada
RedeUrbanaSintese_Regic2007.3552,Guajeru
RedeUrbanaSintese_Regic2007.3553,Guanambi
RedeUrbanaSintese_Regic2007.3554,Ibicoara
RedeUrbanaSintese_Regic2007.3555,Iguaí
RedeUrbanaSintese_Regic2007.3556,Boquira
RedeUrbanaSintese_Regic2007.3557,Espera Feliz
RedeUrbanaSintese_Regic2007.3558,Iramaia
RedeUrbanaSintese_Regic2007.3559,Itambé
RedeUrbanaSintese_Regic2007.3560,Itapetinga
RedeUrbanaSintese_Regic2007.3561,Ituaçu
RedeUrbanaSintese_Regic2007.3562,Maetinga
RedeUrbanaSintese_Regic2007.3563,Mirante
RedeUrbanaSintese_Regic2007.3564,Piripá
RedeUrbanaSintese_Regic2007.3565,Planalto
RedeUrbanaSintese_Regic2007.3566,Poções
RedeUrbanaSintese_Regic2007.3567,Presidente Jânio Quadros
RedeUrbanaSintese_Regic2007.3568,Espera Feliz
RedeUrbanaSintese_Regic2007.3569,Ribeirão do Largo
RedeUrbanaSintese_Regic2007.3570,Tanhaçu
RedeUrbanaSintese_Regic2007.3571,Tremedal
RedeUrbanaSintese_Regic2007.3572,Águas Vermelhas
RedeUrbanaSintese_Regic2007.3573,Divisa Alegre
RedeUrbanaSintese_Regic2007.3574,Divisópolis
RedeUrbanaSintese_Regic2007.3575,Mata Verde
RedeUrbanaSintese_Regic2007.3576,Pedra Azul
RedeUrbanaSintese_Regic2007.3577,Biquinhas
RedeUrbanaSintese_Regic2007.3578,Cedro do Abaeté
RedeUrbanaSintese_Regic2007.3579,Faria Lemos
RedeUrbanaSintese_Regic2007.3580,Paineiras
RedeUrbanaSintese_Regic2007.3581,Quartel Geral
RedeUrbanaSintese_Regic2007.3582,Sericita
RedeUrbanaSintese_Regic2007.3583,Itueta
RedeUrbanaSintese_Regic2007.3584,Alterosa
RedeUrbanaSintese_Regic2007.3585,Areado
RedeUrbanaSintese_Regic2007.3586,Campo do Meio
RedeUrbanaSintese_Regic2007.3587,Campos Gerais
RedeUrbanaSintese_Regic2007.3588,Conceição da Aparecida
RedeUrbanaSintese_Regic2007.3589,Cordislândia
RedeUrbanaSintese_Regic2007.3590,Faria Lemos
RedeUrbanaSintese_Regic2007.3591,Divisa Nova
RedeUrbanaSintese_Regic2007.3592,Fama
RedeUrbanaSintese_Regic2007.3593,Guaxupé
RedeUrbanaSintese_Regic2007.3594,Machado
RedeUrbanaSintese_Regic2007.3595,Paraguaçu
RedeUrbanaSintese_Regic2007.3596,Serrania
RedeUrbanaSintese_Regic2007.3597,Urucuia
RedeUrbanaSintese_Regic2007.3598,Córrego Danta
RedeUrbanaSintese_Regic2007.3599,Medeiros
RedeUrbanaSintese_Regic2007.3600,Tapiraí
RedeUrbanaSintese_Regic2007.3601,Fervedouro
RedeUrbanaSintese_Regic2007.3602,Formoso
RedeUrbanaSintese_Regic2007.3603,Aguanil
RedeUrbanaSintese_Regic2007.3604,Candeias
RedeUrbanaSintese_Regic2007.3605,Cristais
RedeUrbanaSintese_Regic2007.3606,Santana do Jacaré
RedeUrbanaSintese_Regic2007.3607,Água Boa
RedeUrbanaSintese_Regic2007.3608,Angelândia
RedeUrbanaSintese_Regic2007.3609,Aricanduva
RedeUrbanaSintese_Regic2007.3610,Minas Novas
RedeUrbanaSintese_Regic2007.3611,Setubinha
RedeUrbanaSintese_Regic2007.3612,Fervedouro
RedeUrbanaSintese_Regic2007.3613,Frei Lagonegro
RedeUrbanaSintese_Regic2007.3614,Belo Vale
RedeUrbanaSintese_Regic2007.3615,Jeceaba
RedeUrbanaSintese_Regic2007.3616,São Brás do Suaçuí
RedeUrbanaSintese_Regic2007.3617,Caranaíba
RedeUrbanaSintese_Regic2007.3618,Casa Grande
RedeUrbanaSintese_Regic2007.3619,Catas Altas da Noruega
RedeUrbanaSintese_Regic2007.3620,Cristiano Otoni
RedeUrbanaSintese_Regic2007.3621,Itaverava
RedeUrbanaSintese_Regic2007.3622,Lamim
RedeUrbanaSintese_Regic2007.3623,Orizânia
RedeUrbanaSintese_Regic2007.3624,Piranga
RedeUrbanaSintese_Regic2007.3625,Queluzito
RedeUrbanaSintese_Regic2007.3626,Rio Espera
RedeUrbanaSintese_Regic2007.3627,Santana dos Montes
RedeUrbanaSintese_Regic2007.3628,São Brás do Suaçuí
RedeUrbanaSintese_Regic2007.3629,Senhora de Oliveira
RedeUrbanaSintese_Regic2007.3630,Buenópolis
RedeUrbanaSintese_Regic2007.3631,Corinto
RedeUrbanaSintese_Regic2007.3632,Felixlândia
RedeUrbanaSintese_Regic2007.3633,Inimutaba
RedeUrbanaSintese_Regic2007.3634,Orizânia
RedeUrbanaSintese_Regic2007.3635,Monjolos
RedeUrbanaSintese_Regic2007.3636,Morro da Garça
RedeUrbanaSintese_Regic2007.3637,Presidente Juscelino
RedeUrbanaSintese_Regic2007.3638,Santo Hipólito
RedeUrbanaSintese_Regic2007.3639,Congonhas do Norte
RedeUrbanaSintese_Regic2007.3640,Couto de Magalhães de Minas
RedeUrbanaSintese_Regic2007.3641,Datas
RedeUrbanaSintese_Regic2007.3642,Felício dos Santos
RedeUrbanaSintese_Regic2007.3643,São Gonçalo do Rio Preto
RedeUrbanaSintese_Regic2007.3644,Gouveia
RedeUrbanaSintese_Regic2007.3645,Pedra Bonita
RedeUrbanaSintese_Regic2007.3646,Presidente Kubitschek
RedeUrbanaSintese_Regic2007.3647,Senador Modestino Gonçalves
RedeUrbanaSintese_Regic2007.3648,Serro
RedeUrbanaSintese_Regic2007.3649,Araújos
RedeUrbanaSintese_Regic2007.3650,Arcos
RedeUrbanaSintese_Regic2007.3651,Camacho
RedeUrbanaSintese_Regic2007.3652,Carmo da Mata
RedeUrbanaSintese_Regic2007.3653,Carmo do Cajuru
RedeUrbanaSintese_Regic2007.3654,Cláudio
RedeUrbanaSintese_Regic2007.4480,Anahy
RedeUrbanaSintese_Regic2007.3655,Itapecerica
RedeUrbanaSintese_Regic2007.3656,Pedra Bonita
RedeUrbanaSintese_Regic2007.3657,Itaúna
RedeUrbanaSintese_Regic2007.3658,Lagoa da Prata
RedeUrbanaSintese_Regic2007.3659,Nova Serrana
RedeUrbanaSintese_Regic2007.3660,Pará de Minas
RedeUrbanaSintese_Regic2007.3661,Pedra do Indaiá
RedeUrbanaSintese_Regic2007.3662,Perdigão
RedeUrbanaSintese_Regic2007.3663,Santo Antônio do Monte
RedeUrbanaSintese_Regic2007.3664,São Gonçalo do Pará
RedeUrbanaSintese_Regic2007.3665,São Sebastião do Oeste
RedeUrbanaSintese_Regic2007.3666,Estrela do Indaiá
RedeUrbanaSintese_Regic2007.3667,Rio do Pires
RedeUrbanaSintese_Regic2007.3668,Pedra Dourada
RedeUrbanaSintese_Regic2007.3669,Serra da Saudade
RedeUrbanaSintese_Regic2007.3670,Desterro de Entre Rios
RedeUrbanaSintese_Regic2007.3671,Arcos
RedeUrbanaSintese_Regic2007.3672,Córrego Fundo
RedeUrbanaSintese_Regic2007.3673,Pains
RedeUrbanaSintese_Regic2007.3674,Pimenta
RedeUrbanaSintese_Regic2007.3675,Alpercata
RedeUrbanaSintese_Regic2007.3676,Capitão Andrade
RedeUrbanaSintese_Regic2007.3677,Central de Minas
RedeUrbanaSintese_Regic2007.3678,Conselheiro Pena
RedeUrbanaSintese_Regic2007.3679,Pedra Dourada
RedeUrbanaSintese_Regic2007.3680,Coroaci
RedeUrbanaSintese_Regic2007.3681,Divino das Laranjeiras
RedeUrbanaSintese_Regic2007.3682,Engenheiro Caldas
RedeUrbanaSintese_Regic2007.3683,Fernandes Tourinho
RedeUrbanaSintese_Regic2007.3684,Frei Inocêncio
RedeUrbanaSintese_Regic2007.3685,Galiléia
RedeUrbanaSintese_Regic2007.3686,Goiabeira
RedeUrbanaSintese_Regic2007.3687,Gonzaga
RedeUrbanaSintese_Regic2007.3688,Itabirinha de Mantena
RedeUrbanaSintese_Regic2007.3689,Itanhomi
RedeUrbanaSintese_Regic2007.3690,Tombos
RedeUrbanaSintese_Regic2007.3691,Jampruca
RedeUrbanaSintese_Regic2007.3692,José Raydan
RedeUrbanaSintese_Regic2007.3693,Mantena
RedeUrbanaSintese_Regic2007.3694,Marilac
RedeUrbanaSintese_Regic2007.3695,Mendes Pimentel
RedeUrbanaSintese_Regic2007.3696,Nacip Raydan
RedeUrbanaSintese_Regic2007.3697,Nova Módica
RedeUrbanaSintese_Regic2007.3698,Periquito
RedeUrbanaSintese_Regic2007.3699,Pescador
RedeUrbanaSintese_Regic2007.3700,Resplendor
RedeUrbanaSintese_Regic2007.3701,Tombos
RedeUrbanaSintese_Regic2007.3702,Santa Efigênia de Minas
RedeUrbanaSintese_Regic2007.3703,São Félix de Minas
RedeUrbanaSintese_Regic2007.3704,São Geraldo da Piedade
RedeUrbanaSintese_Regic2007.3705,São Geraldo do Baixio
RedeUrbanaSintese_Regic2007.3706,São José da Safira
RedeUrbanaSintese_Regic2007.3707,São José do Divino
RedeUrbanaSintese_Regic2007.3708,Sardoá
RedeUrbanaSintese_Regic2007.3709,Sobrália
RedeUrbanaSintese_Regic2007.3710,Tarumirim
RedeUrbanaSintese_Regic2007.3711,Tumiritinga
RedeUrbanaSintese_Regic2007.3712,Dores do Rio Preto
RedeUrbanaSintese_Regic2007.3713,Mathias Lobato
RedeUrbanaSintese_Regic2007.3714,Virginópolis
RedeUrbanaSintese_Regic2007.3715,Virgolândia
RedeUrbanaSintese_Regic2007.3716,Dom Joaquim
RedeUrbanaSintese_Regic2007.3717,Dores de Guanhães
RedeUrbanaSintese_Regic2007.3718,Materlândia
RedeUrbanaSintese_Regic2007.3719,Paulistas
RedeUrbanaSintese_Regic2007.3720,São Pedro do Suaçuí
RedeUrbanaSintese_Regic2007.3721,São Sebastião do Maranhão
RedeUrbanaSintese_Regic2007.3722,Senhora do Porto
RedeUrbanaSintese_Regic2007.3723,Dores do Rio Preto
RedeUrbanaSintese_Regic2007.3724,Serra Azul de Minas
RedeUrbanaSintese_Regic2007.3725,Virginópolis
RedeUrbanaSintese_Regic2007.3726,Guaranésia
RedeUrbanaSintese_Regic2007.3727,Juruaia
RedeUrbanaSintese_Regic2007.3728,Monte Belo
RedeUrbanaSintese_Regic2007.3729,Muzambinho
RedeUrbanaSintese_Regic2007.3730,Nova Resende
RedeUrbanaSintese_Regic2007.3731,São Pedro da União
RedeUrbanaSintese_Regic2007.3732,Açucena
RedeUrbanaSintese_Regic2007.3733,Antônio Dias
RedeUrbanaSintese_Regic2007.3734,Arapuá
RedeUrbanaSintese_Regic2007.3735,Belo Oriente
RedeUrbanaSintese_Regic2007.3736,Braúnas
RedeUrbanaSintese_Regic2007.3737,Bugre
RedeUrbanaSintese_Regic2007.3738,Caratinga
RedeUrbanaSintese_Regic2007.3739,Dionísio
RedeUrbanaSintese_Regic2007.3740,Iapu
RedeUrbanaSintese_Regic2007.3741,Jaguaraçu
RedeUrbanaSintese_Regic2007.3742,Joanésia
RedeUrbanaSintese_Regic2007.3743,Marliéria
RedeUrbanaSintese_Regic2007.3744,Mesquita
RedeUrbanaSintese_Regic2007.3745,Arapuá
RedeUrbanaSintese_Regic2007.3746,Naque
RedeUrbanaSintese_Regic2007.3747,Nova Era
RedeUrbanaSintese_Regic2007.3748,Pingo-d'Água
RedeUrbanaSintese_Regic2007.3749,São João do Oriente
RedeUrbanaSintese_Regic2007.3750,São José do Goiabal
RedeUrbanaSintese_Regic2007.3751,Bom Jesus do Amparo
RedeUrbanaSintese_Regic2007.3752,Itambé do Mato Dentro
RedeUrbanaSintese_Regic2007.3753,Passabém
RedeUrbanaSintese_Regic2007.3754,Santa Maria de Itabira
RedeUrbanaSintese_Regic2007.3755,Santo Antônio do Rio Abaixo
RedeUrbanaSintese_Regic2007.3756,Arapuá
RedeUrbanaSintese_Regic2007.3757,São Gonçalo do Rio Abaixo
RedeUrbanaSintese_Regic2007.3758,São Sebastião do Rio Preto
RedeUrbanaSintese_Regic2007.3759,Brasópolis
RedeUrbanaSintese_Regic2007.3760,Conceição das Pedras
RedeUrbanaSintese_Regic2007.3761,Delfim Moreira
RedeUrbanaSintese_Regic2007.3762,Maria da Fé
RedeUrbanaSintese_Regic2007.3763,Marmelópolis
RedeUrbanaSintese_Regic2007.3764,Paraisópolis
RedeUrbanaSintese_Regic2007.3765,Pedralva
RedeUrbanaSintese_Regic2007.3766,Piranguçu
RedeUrbanaSintese_Regic2007.3767,Rio Paranaíba
RedeUrbanaSintese_Regic2007.3768,Piranguinho
RedeUrbanaSintese_Regic2007.3769,São José do Alegre
RedeUrbanaSintese_Regic2007.3770,Wenceslau Braz
RedeUrbanaSintese_Regic2007.3771,Alvinópolis
RedeUrbanaSintese_Regic2007.3772,Bela Vista de Minas
RedeUrbanaSintese_Regic2007.3773,Nova Era
RedeUrbanaSintese_Regic2007.3774,Rio Piracicaba
RedeUrbanaSintese_Regic2007.3775,São Domingos do Prata
RedeUrbanaSintese_Regic2007.3776,Além Paraíba
RedeUrbanaSintese_Regic2007.3777,Andrelândia
RedeUrbanaSintese_Regic2007.3778,Cocos
RedeUrbanaSintese_Regic2007.3779,Rio Paranaíba
RedeUrbanaSintese_Regic2007.3780,Aracitaba
RedeUrbanaSintese_Regic2007.3781,Arantina
RedeUrbanaSintese_Regic2007.3782,Barbacena
RedeUrbanaSintese_Regic2007.3783,Belmiro Braga
RedeUrbanaSintese_Regic2007.3784,Bias Fortes
RedeUrbanaSintese_Regic2007.3785,Bicas
RedeUrbanaSintese_Regic2007.3786,Bom Jardim de Minas
RedeUrbanaSintese_Regic2007.3787,Cataguases
RedeUrbanaSintese_Regic2007.3788,Coronel Pacheco
RedeUrbanaSintese_Regic2007.3789,Descoberto
RedeUrbanaSintese_Regic2007.3790,Rio Paranaíba
RedeUrbanaSintese_Regic2007.3791,Ewbank da Câmara
RedeUrbanaSintese_Regic2007.3792,Goianá
RedeUrbanaSintese_Regic2007.3793,Guarani
RedeUrbanaSintese_Regic2007.3794,Laranjal
RedeUrbanaSintese_Regic2007.3795,Lima Duarte
RedeUrbanaSintese_Regic2007.3796,Mar de Espanha
RedeUrbanaSintese_Regic2007.3797,Mercês
RedeUrbanaSintese_Regic2007.3798,Muriaé
RedeUrbanaSintese_Regic2007.3799,Olaria
RedeUrbanaSintese_Regic2007.3800,Paiva
RedeUrbanaSintese_Regic2007.3801,Minduri
RedeUrbanaSintese_Regic2007.3802,Palma
RedeUrbanaSintese_Regic2007.3803,Pedro Teixeira
RedeUrbanaSintese_Regic2007.3804,Pequeri
RedeUrbanaSintese_Regic2007.3805,Piau
